VIDEO,LABEL
D0045T.mp4,ngày Người khuyết tật Việt Nam 18/4
D0046B.mp4,ngày Người khuyết tật Thế giới 3/12
D0046N.mp4,ngày Người khuyết tật Thế giới 3/12
D0046T.mp4,ngày Người khuyết tật Thế giới 3/12
D0048B.mp4,lễ Halloween 31/10
D0048N.mp4,lễ Halloween 31/10
D0048T.mp4,lễ Halloween 31/10
D0049B.mp4,ngày Phụ nữ Việt Nam 20/10
D0049N.mp4,ngày Phụ nữ Việt Nam 20/10
D0049T.mp4,ngày Phụ nữ Việt Nam 20/10
D0050B.mp4,ngày thương bình liệt sĩ 27/7
D0050N.mp4,ngày thương bình liệt sĩ 27/7
D0050T.mp4,ngày thương bình liệt sĩ 27/7
D0051N.mp4,ngày giỗ tổ Hùng Vương (âm lịch 10/3)
D0051B.mp4,ngày giỗ tổ Hùng Vương (âm lịch 10/3)
D0051T.mp4,ngày giỗ tổ Hùng Vương (âm lịch 10/3)
D0052N.mp4,ngày Ngôn ngữ kí hiệu Quốc tế 23/9
D0052B.mp4,ngày Ngôn ngữ kí hiệu Quốc tế 23/9
D0052T.mp4,ngày Ngôn ngữ kí hiệu Quốc tế 23/9
D0053B.mp4,tuần lễ người Điếc thế giới
D0053N.mp4,tuần lễ người Điếc thế giới
D0053T.mp4,tuần lễ người Điếc thế giới
D0054B.mp4,ngày của Mẹ
D0054T.mp4,ngày của Mẹ
D0054N.mp4,ngày của Mẹ
D0055B.mp4,ngày của Cha
D0055N.mp4,ngày của Cha
D0055T.mp4,ngày của Cha
D0056B.mp4,ngày gia đình Việt Nam 28/6
D0056N.mp4,ngày gia đình Việt Nam 28/6
D0056T.mp4,ngày gia đình Việt Nam 28/6
D0057B.mp4,ngày thầy thuốc Việt Nam
D0057N.mp4,ngày thầy thuốc Việt Nam
D0057T.mp4,ngày thầy thuốc Việt Nam
D0058B.mp4,ngày thành lập quân đội nhân dân Việt Nam
D0058N.mp4,ngày thành lập quân đội nhân dân Việt Nam
D0059.mp4,con cá sấu
D0058T.mp4,ngày thành lập quân đội nhân dân Việt Nam
D0060B.mp4,nhầm
D0060N.mp4,nhầm
D0060T.mp4,nhầm
D0061.mp4,đồng bằng sông Cửu Long
D0062.mp4,đồng bằng sông Hồng
D0063.mp4,đồng bằng duyên hải miền Trung
D0064.mp4,buồn thảm
D0065B.mp4,mách
D0065N.mp4,mách
D0065T.mp4,mách
D0066B.mp4,vô duyên
D0066N.mp4,vô duyên
D0066T.mp4,vô duyên
D0067.mp4,ti hí mắt
D0070.mp4,hú vía
D0068.mp4,kịp thời
D0069.mp4,bối rối
D0071.mp4,suỵt
D0072N.mp4,suýt
D0072B.mp4,suýt
D0072T.mp4,suýt
D0073.mp4,cá voi
D0074.mp4,cá kiếm
D0075.mp4,đuôi cá
D0076.mp4,đuôi chuột
D0077B.mp4,bít tết (bò)
D0077N.mp4,bít tết (bò)
D0077T.mp4,bít tết (bò)
D0078.mp4,súp
D0079.mp4,súp lơ
D0080B.mp4,mỳ tôm
D0080N.mp4,mỳ tôm
D0080T.mp4,mỳ tôm
D0081B.mp4,mỳ vằn thắn
D0082B.mp4,mỳ ý
D0082N.mp4,mỳ ý
D0082T.mp4,mỳ ý
D0084.mp4,bún chả
D0083.mp4,bún mắm
D0085.mp4,bún ngan
D0087B.mp4,bún đậu
D0086.mp4,bún ốc
D0088.mp4,xôi gấc
D0089.mp4,xôi gà
D0090.mp4,cháo sườn
D0091.mp4,cơm rang
D0092.mp4,nhấn mạnh
D0093.mp4,đạo diễn
D0094.mp4,thí nghiệm
D0095.mp4,cắm trại
D0096.mp4,khả năng
D0097.mp4,kỹ năng
D0098.mp4,có … không?
D0099.mp4,cung cấp
D0100.mp4,khờ dại
D0101.mp4,cực khổ
D0102.mp4,may mắn
D0103N.mp4,từ chối
D0103T.mp4,từ chối
D0103B.mp4,từ chối
D0104.mp4,nấu nướng
D0107.mp4,rực rỡ
D0105.mp4,xoa đầu
D0108B.mp4,thiệp sinh nhật
D0108N.mp4,thiệp sinh nhật
D0108T.mp4,thiệp sinh nhật
D0109B.mp4,không quen
D0109N.mp4,không quen
D0109T.mp4,không quen
D0110.mp4,bánh tráng
D0111B.mp4,tương ớt
D0111N.mp4,tương ớt
D0111T.mp4,tương ớt
D0112.mp4,không có
D0113.mp4,không có chi
D0114.mp4,dân chủ
D0115.mp4,xử lý
D0116.mp4,đất ruộng
D0117.mp4,tinh mắt
D0119B.mp4,đúng không?
D0118.mp4,cũng vậy/cũng thế
D0119N.mp4,đúng không?
D0119T.mp4,đúng không?
D0120B.mp4,phải không?
D0120N.mp4,phải không?
D0120T.mp4,phải không?
D0121.mp4,còn bạn?
D0122B.mp4,cần không?
D0122N.mp4,cần không?
D0122T.mp4,cần không?
D0123N.mp4,nên không?
D0123B.mp4,nên không?
D0123T.mp4,nên không?
D0124.mp4,kia
D0125.mp4,nóng tính
D0126.mp4,sợ không?
D0127.mp4,căm thù
D0128B.mp4,đẹp không? (người)
D0128N.mp4,đẹp không? (người)
D0129B.mp4,không đẹp
D0128T.mp4,đẹp không? (người)
D0129N.mp4,không đẹp
D0129T.mp4,không đẹp
D0130.mp4,chúng tôi (2 người) (đại từ)
D0131.mp4,chúng tôi (3 người) (đại từ)
D0132.mp4,chúng tôi (4 người) (đại từ)
D0133.mp4,chúng tôi (5 người) (đại từ)
D0134.mp4,chúng tôi (đại từ)
D0135.mp4,các bạn (2 người)
D0136.mp4,họ (2 người) (đại từ)
D0137.mp4,họ (đại từ)
D0138.mp4,bạn yêu tôi
D0139.mp4,tôi yêu bạn ấy
D0140.mp4,bạn ấy yêu tôi
D0141.mp4,bạn yêu bạn ấy
D0142.mp4,bạn ấy yêu bạn
D0143B.mp4,"anh hai, anh cả"
D0143N.mp4,"anh hai, anh cả"
D0143T.mp4,"anh hai, anh cả"
D0144B.mp4,"chị hai, chị cả"
D0144N.mp4,"chị hai, chị cả"
D0144T.mp4,"chị hai, chị cả"
D0145.mp4,quả bầu hồ lô
D0146.mp4,một là
D0147.mp4,hai là
D0148.mp4,ba là
D0149.mp4,bốn là
D0150.mp4,năm là
D0151B.mp4,ông bà
D0151N.mp4,ông bà
D0151T.mp4,ông bà
D0152B.mp4,chị họ
D0152N.mp4,chị họ
D0152T.mp4,chị họ
D0153B.mp4,em họ
D0153N.mp4,em họ
D0153T.mp4,em họ
D0154B.mp4,cháu họ
D0154N.mp4,cháu họ
D0154T.mp4,cháu họ
D0155B.mp4,sống sót
D0155N.mp4,sống sót
D0155T.mp4,sống sót
D0156.mp4,thường xuyên
D0156B.mp4,thường xuyên
D0156N.mp4,thường xuyên
D0156T.mp4,thường xuyên
D0157B.mp4,đi dạo
D0157N.mp4,đi dạo
D0157T.mp4,đi dạo
D0158N.mp4,về (Sài Gòn)
D0159B.mp4,về 2 (Miền Bắc)
D0159T.mp4,về 2 (Miền Bắc)
D0160.mp4,về 3 (đi về)
D0161.mp4,về 4 (từ nơi khác về)
D0162.mp4,về 5 (về nhà)
D0163N.mp4,hẹn
D0163B.mp4,hẹn
D0163T.mp4,hẹn
D0164.mp4,quyến luyến
D0165B.mp4,hứa
D0165N.mp4,hứa
D0165T.mp4,hứa
D0166.mp4,cùng / với (giới từ)
D0167.mp4,lâu
D0167B.mp4,lâu
D0168B.mp4,vẫn
D0168N.mp4,vẫn
D0168T.mp4,vẫn
D0169B.mp4,mỗi ngày
D0169N.mp4,mỗi ngày
D0169T.mp4,mỗi ngày
D0170B.mp4,hàng ngày
D0170N.mp4,hàng ngày
D0170T.mp4,hàng ngày
D0171.mp4,ăn vú sữa (bằng thìa)
D0172.mp4,ăn vú sữa
D0173.mp4,hôi
D0174.mp4,trông nhà
D0175.mp4,chạy (động vật)
D0178.mp4,chậm chạp
D0176.mp4,xe container
D0177.mp4,bay nhanh (máy bay)
D0179.mp4,ngừng lại
D0180.mp4,5 > 3 (Toán học)
D0181.mp4,2 < 6 (Toán học)
D0182N.mp4,cung điện
D0182B.mp4,cung điện
D0182T.mp4,cung điện
D0183.mp4,dừng lại
D0185.mp4,kẹt xe/tắc đường
D0184.mp4,một ít/ một chút
D0186.mp4,suy ra (Toán học)
D0188B.mp4,hoặc
D0187.mp4,thì thầm
D0188N.mp4,hoặc
D0188T.mp4,hoặc
D0189B.mp4,muốn không?
D0189N.mp4,muốn không?
D0189T.mp4,muốn không?
D0190B.mp4,không muốn
D0190N.mp4,không muốn
D0190T.mp4,không muốn
D0191.mp4,sa mạc
D0192B.mp4,xem
D0192N.mp4,xem
D0192T.mp4,xem
D0193.mp4,núi cao
D0194.mp4,núi thấp
D0195B.mp4,đẹp không?
D0195N.mp4,đẹp không?
D0195T.mp4,đẹp không?
D0196.mp4,xem đã
D0198.mp4,không ngon
D0197.mp4,mồ hôi nhễ nhại
D0199.mp4,hài lòng
D0200.mp4,má hồng
D0201.mp4,ngập ngừng
D0202.mp4,nói ngập ngừng
D0203.mp4,Võ Thị Sáu
D0204.mp4,mít tinh
D0205.mp4,sụp đổ
D0206B.mp4,thiếu thốn
D0206T.mp4,thiếu thốn
D0206N.mp4,thiếu thốn
D0207.mp4,xuyên Việt
D0209B.mp4,dám làm
D0208.mp4,khổ công
D0209N.mp4,dám làm
D0209T.mp4,dám làm
D0210B.mp4,không dám
D0210N.mp4,không dám
D0210T.mp4,không dám
D0211.mp4,phiền hà
D0212.mp4,đèn ông sao
D0213B.mp4,ung thư
D0213N.mp4,ung thư
D0213T.mp4,ung thư
D0214B.mp4,phó hiệu trưởng
D0214N.mp4,phó hiệu trưởng
D0214T.mp4,phó hiệu trưởng
D0215.mp4,Ô-lim-píc
D0216.mp4,vòng nguyệt quế
D0217.mp4,hữu nghị
D0218.mp4,bắn cung tên
D0219.mp4,mũi tên
D0220.mp4,cung tên
D0222.mp4,nứt nẻ (ruộng)
D0223B.mp4,Mã Lai (nước Ma-lai-xi-a)
D0221.mp4,tận số
D0223N.mp4,Mã Lai (nước Ma-lai-xi-a)
D0223T.mp4,Mã Lai (nước Ma-lai-xi-a)
D0224.mp4,số La Mã (Toán học)
D0225.mp4,Long Vương
D0226.mp4,đàng hoàng
D0227.mp4,phân vân
D0228.mp4,lau miệng
D0229.mp4,chó cắn
D0230.mp4,mèo cào
D0231.mp4,quan hệ từ
D0233.mp4,quan (chức vụ)
D0234.mp4,đi tuần
D0232.mp4,yêu nước Việt Nam
D0235.mp4,vỗ về
D0236.mp4,hốt hoảng
D0237.mp4,chuyện nhỏ
D0238.mp4,chuyện lớn
D0239.mp4,cái gùi
D0240.mp4,hùng vĩ
D0241.mp4,bất khuất
D0242B.mp4,nhưng
D0242N.mp4,nhưng
D0242T.mp4,nhưng
D0243B.mp4,hay là (hoặc là)
D0243N.mp4,hay là (hoặc là)
D0243T.mp4,hay là (hoặc là)
D0244.mp4,Thăng Long
D0245.mp4,dãy núi Hoàng Liên Sơn
D0246.mp4,quanh năm
D0247.mp4,gấp đôi
D0248.mp4,gấp ba
D0249B.mp4,chia đôi
D0249N.mp4,chia đôi
D0249T.mp4,chia đôi
D0250B.mp4,chia ba
D0250N.mp4,chia ba
D0250T.mp4,chia ba
D0251.mp4,"đi lạc (đường, rừng..)"
D0252.mp4,mất (chết) (chỉ người)
D0253.mp4,đại sứ
D0255.mp4,giám sát
D0254.mp4,cảnh giác
D0256.mp4,quan sát
D0258.mp4,xảy ra
D0257.mp4,ăn vụng
D0259.mp4,dự án
D0260.mp4,đầu tư
D0261.mp4,năn nỉ
D0262.mp4,háo hức
D0263.mp4,rắc rối
D0265.mp4,nhõng nhẽo
D0264.mp4,tải về
D0266.mp4,hên/gặp may
D0268N.mp4,xui xẻo
D0267B.mp4,đen đủi
D0269.mp4,long lanh (mắt)
D0270B.mp4,lạnh lùng
D0270N.mp4,lạnh lùng
D0270T.mp4,lạnh lùng
D0271B.mp4,dỗi
D0271N.mp4,dỗi
D0271T.mp4,dỗi
D0272B.mp4,liếc nhìn
D0272N.mp4,liếc nhìn
D0272T.mp4,liếc nhìn
D0274.mp4,nhổ râu
D0273.mp4,nhổ tóc
D0275.mp4,nhổ lông mày
D0276.mp4,cắt lông mũi
D0277.mp4,nhổ răng
D0278.mp4,răng hô
D0279.mp4,răng khểnh
D0280.mp4,kháu khỉnh
D0281.mp4,mọc tóc
D0282.mp4,mọc râu
D0283.mp4,mọc ria mép
D0284.mp4,Cô vy (covid)
D0286.mp4,cách ly
D0285.mp4,Cố đô Huế
D0287.mp4,giãn cách xã hội
D0288.mp4,tương lai
D0289.mp4,ria mép
D0290.mp4,trong khoảng
D0291.mp4,trốn tìm
D0292.mp4,nhảy bao bố
D0293.mp4,nhảy lò cò
D0294.mp4,kéo co
D0296.mp4,lý do
D0295.mp4,hội thoại
D0298.mp4,lớn hơn 2 (Toán học)
D0297.mp4,lớn hơn 1 (Toán học)
D0299.mp4,2 < 5 (Toán học)
D0300.mp4,tỉnh táo
D0301.mp4,nhộn nhịp (đông người)
D0302.mp4,áo kẻ sọc
D0303.mp4,đất nước bị chia cắt (Việt Nam)
D0304.mp4,thống nhất đất nước
D0305.mp4,khoáng sản
D0306.mp4,thương mại
D0307B.mp4,công nghiệp
D0307N.mp4,công nghiệp
D0307T.mp4,công nghiệp
D0308.mp4,dân tộc Chăm
D0309.mp4,dân tộc Mường
D0310.mp4,dân tộc Khơ me
D0311.mp4,dân tộc Thái
D0312.mp4,dân tộc Mông
D0313.mp4,nhà rông
D0314.mp4,lãng phí
D0315.mp4,tiến bộ
D0316.mp4,Lượm
D0317.mp4,cứu sống
D0318.mp4,máy xúc
D0319.mp4,cảng Hải Phòng
D0320.mp4,cảng Sài Gòn
D0322.mp4,phân biệt
D0321.mp4,kim cương
D0323.mp4,không bình đẳng
D0324.mp4,đùm bọc
D0325.mp4,khởi nghiệp
D0326B.mp4,vải lụa
D0326N.mp4,vải lụa
D0326T.mp4,vải lụa
D0327.mp4,lượt đi
D0328.mp4,lượt về (trong thể thao)
D0329.mp4,rau diếp cá
D0330.mp4,rau ngò/rau mùi
D0332.mp4,thâm quầng mắt
D0331.mp4,thao thức
D0333.mp4,tự hào
D0334.mp4,quyên góp
D0336.mp4,tự trọng
D0335.mp4,chia rẽ
D0337.mp4,gian dối
D0338.mp4,ăn bám
D0339.mp4,tuyên truyền
D0340.mp4,thịnh vượng
D0341.mp4,lấm lem
D0342B.mp4,ham chơi
D0342N.mp4,ham chơi
D0342T.mp4,ham chơi
D0343.mp4,đánh cầu lông
D0344.mp4,cánh buồm
D0345.mp4,cầu Thê Húc (Hồ Gươm)
D0346B.mp4,da trắng
D0346N.mp4,da trắng
D0346T.mp4,da trắng
D0347B.mp4,da ngăm (nước da ngăm đen)
D0347N.mp4,da ngăm (nước da ngăm đen)
D0347T.mp4,da ngăm (nước da ngăm đen)
D0348.mp4,tuần trăng mật
D0349.mp4,năm tới
D0350.mp4,Hoãn
D0351.mp4,huỷ
D0352.mp4,phụ thuộc
D0353.mp4,thuộc địa
D0354.mp4,tẩy chay
D0355.mp4,đau mắt
D0357.mp4,đau tay
D0358.mp4,đau chân
D0356.mp4,đau bụng
D0360.mp4,phẫu thuật tay
D0359.mp4,đau tai
D0361.mp4,phẫu thuật chân
D0363.mp4,phẫu thuật mũi
D0362.mp4,phẫu thuật mắt
D0364.mp4,phẫu thuật cổ
D0365.mp4,phẫu thuật bụng
D0367.mp4,hội chứng Đao - Down
D0366.mp4,bệnh phong/cùi
D03671.mp4,bệnh Đao - Down
D0370.mp4,mệt không?
D0369.mp4,mệt mỏi
D0371.mp4,đói không?
D0372.mp4,cả ngày
D0373.mp4,chiên/rán (1)(2)
D0374.mp4,nướng
D0375.mp4,luộc
D0377.mp4,lẩu
D0376.mp4,xào
D0378.mp4,gỏi/nộm
D0379.mp4,nhà kho
D0380.mp4,hấp
D0381.mp4,thối
D0382.mp4,thiu
D0383.mp4,nguội
D0384.mp4,ngán
D0385.mp4,tôm hùm
D0386.mp4,cua đồng
D0387.mp4,con hàu
D0390.mp4,gà nướng lu
D0388.mp4,hải sản
D0389.mp4,vịt quay
D0392.mp4,bánh sandwich
D0391.mp4,bánh hamburger
D0393.mp4,bánh canh
D0394.mp4,miến
D0395.mp4,"nước ép (cam, cà chua,..)"
D0396B.mp4,nước ép trái cây
D0396N.mp4,nước ép trái cây
D0396T.mp4,nước ép trái cây
D0397.mp4,"sinh tố (bơ, dâu,..)"
D0398.mp4,vắt chanh
D0400.mp4,chanh đá
D0399.mp4,mía
D0401.mp4,chanh nóng
D0403.mp4,trà đá
D0402.mp4,chanh muối
D0404.mp4,trà nóng
D0406.mp4,Socola
D0405.mp4,trà sữa
D0407.mp4,Cocacola
D0408.mp4,7up
D0409.mp4,một tiết học
D0410B.mp4,một tiếng
D0410N.mp4,một tiếng
D0410T.mp4,một tiếng
D0411.mp4,chung tay
D0412.mp4,rửa chân
D0413.mp4,rửa mặt
D0414.mp4,đánh răng
D0416B.mp4,tuần này
D0416N.mp4,tuần này
D0416T.mp4,tuần này
D0417T.mp4,tuần sau
D0417B.mp4,tuần sau
D0417N.mp4,tuần sau
D0418B.mp4,tuần trước
D0418T.mp4,tuần trước
D0418N.mp4,tuần trước
D0419.mp4,cuối tuần
D0420.mp4,cuối tháng
D0421.mp4,cuối năm
D0422.mp4,mục tiêu
D0423B.mp4,sinh đôi
D0423N.mp4,sinh đôi
D0423T.mp4,sinh đôi
D0424.mp4,đôi/cặp
D0425.mp4,Đảng
D0426.mp4,mô tả
D0427.mp4,mũm mĩm
D0428.mp4,tóc dài
D0429B.mp4,tóc ngắn
D0429N.mp4,tóc ngắn
D0429T.mp4,tóc ngắn
D0430B.mp4,tổng kết/bế giảng
D0430N.mp4,tổng kết/bế giảng
D0430T.mp4,tổng kết/bế giảng
D0431.mp4,lốc xoáy
D0432N.mp4,tay chân sạch sẽ
D0432B.mp4,tay chân sạch sẽ
D0432T.mp4,tay chân sạch sẽ
D0433.mp4,nhắm mắt
D0434.mp4,sờ
D0435.mp4,cây nến
D0436.mp4,dịu dàng
D0437B.mp4,đùa
D0437N.mp4,đùa
D0437T.mp4,đùa
D0438.mp4,làm được
D0439.mp4,dòng sông chảy
D0440.mp4,ăn đủ
D0441.mp4,ăn vừa
D0442.mp4,ăn ít
D0443.mp4,đồ uống
D0444.mp4,đồ ăn
D0445.mp4,trang điểm
D0446.mp4,đau mắt đỏ
D0447.mp4,cái vợt cá
D0449.mp4,con vượn
D0448.mp4,vợt cầu lông
D0450.mp4,thắp đèn
D0451.mp4,góp tiền
D0452B.mp4,họp nhóm
D0452N.mp4,họp nhóm
D0453.mp4,nhút nhát
D0452T.mp4,họp nhóm
D0455.mp4,luộc rau
D0456.mp4,muối
D0457.mp4,nước mắm
D0458.mp4,thoăn thoắt
D0459.mp4,nghênh nghênh (đầu)
D0460.mp4,đua đòi
D0461.mp4,bình sữa (em bé)
D0462.mp4,đòi
D0463.mp4,đòi hỏi
D0464B.mp4,trẻ con/con nít
D0464N.mp4,trẻ con/con nít
D0464T.mp4,trẻ con/con nít
D0465.mp4,duy nhất
D0466.mp4,cạnh tranh
D0467.mp4,hoa hậu
D0468.mp4,cái neo
D0470B.mp4,nhà văn hóa
D0469.mp4,phóng viên
D0470N.mp4,nhà văn hóa
D0470T.mp4,nhà văn hóa
D0471.mp4,chùa Yên Tử
D0472.mp4,chõ xôi
D0473.mp4,cây cọ
D0474.mp4,khu vực cách ly
D0475.mp4,phong toả
D0477.mp4,thung lũng
D0479.mp4,Kim Đồng
D0478.mp4,địa hình
D0480.mp4,Thánh Gióng
D0482.mp4,hoa dâm bụt
D0481.mp4,hoa giấy
D0483.mp4,kết luận
D0485.mp4,nhà vệ sinh
D0484.mp4,internet
D0486.mp4,đi vệ sinh
D0488.mp4,hoa mai
D0490B.mp4,ă
D0489.mp4,a
D0490N.mp4,ă
D0491B.mp4,â
D0490T.mp4,ă
D0491N.mp4,â
D0491T.mp4,â
D0492.mp4,b
D0493.mp4,c
D0494.mp4,d
D0495.mp4,đ
D0496.mp4,e
D0497B.mp4,ê
D0497N.mp4,ê
D0497T.mp4,ê
D0498B.mp4,g
D0498N.mp4,g
D0500B.mp4,h
D0500N.mp4,h
D0500T.mp4,h
D0502.mp4,k
D0501.mp4,i
D0503.mp4,l
D0504.mp4,m
D0505.mp4,n
D0506.mp4,o
D0507T.mp4,ô
D0507N.mp4,ô
D0507B.mp4,ô
D0509N.mp4,p
D0509B.mp4,p
D0508N.mp4,ơ
D0509T.mp4,p
D0511.mp4,r
D0510.mp4,q
D0512.mp4,s
D0513N.mp4,t
D0513B.mp4,t
D0513T.mp4,t
D0515N.mp4,ư
D0514.mp4,u
D0516.mp4,v
D0517N.mp4,x
D0517B.mp4,x
D0517T.mp4,x
D0518N.mp4,y
D0519.mp4,z
D0521.mp4,f
D0522.mp4,j
D0523.mp4,w
D0524B.mp4,dấu huyền
D0524N.mp4,dấu huyền
D0524T.mp4,dấu huyền
D0525B.mp4,dấu sắc
D0525N.mp4,dấu sắc
D0525T.mp4,dấu sắc
D0526B.mp4,dấu hỏi
D0526N.mp4,dấu hỏi
D0526T.mp4,dấu hỏi
D0527B.mp4,dấu ngã
D0527N.mp4,dấu ngã
D0527T.mp4,dấu ngã
D0528.mp4,dấu nặng
D0529.mp4,0 (số không)
D0531.mp4,2
D0530.mp4,1
D0532.mp4,3
D0533.mp4,4
D0534.mp4,5
D0535B.mp4,6
D0535N.mp4,6
D0535T.mp4,6
D0536.mp4,7
D0537.mp4,8
D0538.mp4,9
D0539.mp4,10
D0540B.mp4,11
D0540N.mp4,11
D0540T.mp4,11
D0541B.mp4,12
D0541N.mp4,12
D0541T.mp4,12
D0542B.mp4,23
D0542N.mp4,23
D0542T.mp4,23
D0543N.mp4,33
D0544.mp4,40
D0543T.mp4,33
D0545.mp4,80
D0546N.mp4,90
D0547.mp4,100
D0548N.mp4,1000 (một nghìn)
D0549B.mp4,5000 (năm nghìn)
D0549T.mp4,5000 (năm nghìn)
D0550B.mp4,10 000 (mười nghìn)
D0550T.mp4,10 000 (mười nghìn)
D0550N.mp4,10 000 (mười nghìn)
D0551B.mp4,1 000 000 (một triệu)
D0551N.mp4,1 000 000 (một triệu)
D0551T.mp4,1 000 000 (một triệu)
D0552B.mp4,1 000 000 000 (một tỉ)
D0600.mp4,ăn cóc
D0552N.mp4,1 000 000 000 (một tỉ)
D0552T.mp4,1 000 000 000 (một tỉ)
W00000.mp4,ác
W00002.mp4,ác độc
W00001.mp4,ác cảm
W00003.mp4,ác mộng
W00004B.mp4,ai
W00004N.mp4,ai
W00004T.mp4,ai
W00006.mp4,An Giang
W00007.mp4,an ninh
W00009B.mp4,Anh (nước Anh)
W00009N.mp4,Anh (nước Anh)
W00009T.mp4,Anh (nước Anh)
W00010B.mp4,anh chị
W00011.mp4,anh chị em
W00012B.mp4,anh dũng
W00012N.mp4,anh dũng
W00012T.mp4,anh dũng
W00013B.mp4,anh em
W00013N.mp4,anh em
W00013T.mp4,anh em
W00014N.mp4,anh họ
W00014T.mp4,anh họ
W00015.mp4,anh hùng
W00018B.mp4,anh rể
W00018N.mp4,anh rể
W00018T.mp4,anh rể
W00019B.mp4,anh ruột
W00019N.mp4,anh ruột
W00019T.mp4,anh ruột
W00020.mp4,anh vợ
W00024.mp4,sáng
W00026.mp4,ao chuôm
W00027.mp4,ảo thuật
W00028.mp4,áo
W00029.mp4,áo ấm
W00030.mp4,áo cánh
W00032B.mp4,áo đồng phục
W00032N.mp4,áo đồng phục
W00032T.mp4,áo đồng phục
W00033.mp4,áo len
W00034.mp4,áo phao
W00035B.mp4,áo phông
W00035N.mp4,áo phông
W00035T.mp4,áo phông
W00036.mp4,áp phích
W00039.mp4,ăn diện
W00040.mp4,ăn hối lộ
W00043.mp4,ăn vặt
W00042.mp4,ăn uống
W00044.mp4,ăn xin
W00045.mp4,âm thanh
W00048.mp4,ầm ĩ
W00049.mp4,ẩm mốc
W00050.mp4,ẩm ướt
W00051.mp4,ấm áp
W00052.mp4,ấm đun nước
W00053.mp4,ấm no
W00055.mp4,ấm trà
W00057B.mp4,ân hận
W00057N.mp4,ân hận
W00057T.mp4,ân hận
W00059.mp4,ấn
W00061.mp4,ấn tượng
W00062.mp4,Âu Cơ
W00067.mp4,Bà Nà
W00065.mp4,Ba chân bốn cẳng
W00068.mp4,Bà Rịa - Vũng Tàu
W00069.mp4,triệu phú
W00070.mp4,Bạc Liêu
W00071.mp4,bài báo
W00075B.mp4,bài thơ
W00075N.mp4,bài thơ
W00075T.mp4,bài thơ
W00076.mp4,hệ bài tiết
W00079.mp4,Bãi biển Vũng Tàu
W00081.mp4,bãi cát
W00082.mp4,bãi cỏ
W00083.mp4,bãi đỗ xe (ô tô)
W00084.mp4,bãi tắm
W00086B.mp4,ban đêm
W00086N.mp4,ban đêm
W00086T.mp4,ban đêm
W00087.mp4,ban giám hiệu
W00089.mp4,ban ngày
W00091.mp4,bàn bạc
W00092.mp4,bàn chải đánh răng
W00093.mp4,bàn chân
W00095.mp4,bàn là
W00094.mp4,bàn ghế
W00096.mp4,bàn phím (máy vi tính)
W00097.mp4,bàn tay
W00099B.mp4,bản đồ Việt Nam
W00099N.mp4,bản đồ Việt Nam
W00098.mp4,bàn tán
